"","Drug","r","p.value"
"19","AMMONIUM-LACTATE (BRD:BRD-M29182745-001-01-4)",-0.0677730533558066,0.196313353585972
"20","FPA-124 (BRD:BRD-M17926088-001-01-3)",-0.173025469926436,0.0009164983870875
"21","INDIUM(III)-ISOPROPOXIDE (BRD:BRD-M08274809-001-01-7)",-0.0271675102351051,0.604750496789932
"22","BISMUTH-OXALATE (BRD:BRD-M02179497-001-01-1)",-0.187933804349704,0.000312870092209985
"23","CHROMANOL-(+/-) (BRD:BRD-M02075109-001-01-1)",0.165254686925471,0.0015536206485247
"24","FLUNIXIN-MEGLUMIN (BRD:BRD-K99984802-100-13-5)",0.199212532358726,0.000131301010609192
"25","BOSUTINIB (BRD:BRD-K99964838-001-11-9)",0.0751953862441174,0.151593114763147
"26","HEXYLRESORCINOL (BRD:BRD-K99946902-001-07-5)",-0.00762444382475822,0.884524144642667
"27","DPO-1 (BRD:BRD-K99922388-001-02-0)",-0.0755830740111001,0.149489793970078
"28","HEXACHLOROPHENE (BRD:BRD-K99792991-001-34-9)",-0.106705690446988,0.0416461201220048
"29","LINIFANIB (BRD:BRD-K99749624-001-07-0)",-0.419531714636139,0
"30","SANT-1 (BRD:BRD-K99741577-001-01-7)",-0.190633305611972,0.000255271643645325
"31","BUTACAINE (BRD:BRD-K99622919-001-23-0)",-0.103186640442423,0.0488864413795395
"32","TUBOCURARINE (BRD:BRD-K99621550-300-01-8)",0.0398064769275189,0.448154649114629
"33","MEDROXYPROGESTERONE (BRD:BRD-K99615199-001-18-5)",0.0802950474183351,0.125669131779935
"34","TANAPROGET (BRD:BRD-K99604664-001-01-1)",0.360516061526616,1.66738806164245e-12
"35","PF-562271 (BRD:BRD-K99545815-001-06-3)",-0.146395688300022,0.00510795106223805
"36","GOSERELIN-ACETATE (BRD:BRD-K99504665-001-01-2)",0.0126801785683438,0.809130075819122
"37","PLINABULIN (BRD:BRD-K99498722-001-02-6)",-0.23421153290904,6.50066859317243e-06
"38","GENZ-644282 (BRD:BRD-K99475619-001-01-2)",-0.0137319451265106,0.793641082104181
"39","LOPINAVIR (BRD:BRD-K99451608-001-07-3)",-0.183791393874484,0.000425258885663573
"40","FTORAFUR (BRD:BRD-K99383816-001-03-5)",0.00690237227403183,0.895394480069622
"41","FTORAFUR (BRD:BRD-K99383816-001-02-7)",-0.288056699644393,2.43304769228958e-08
"42","SODIUM-MONOFLUOROPHOSPHATE (BRD:BRD-K99308954-304-02-4)",0.248574982170311,1.64596995373153e-06
"43","ANTAZOLINE (BRD:BRD-K99300445-003-21-6)",-0.368207135330423,5.01163919439607e-13
"44","METRIZOIC-ACID (BRD:BRD-K99241550-001-03-5)",-0.0931548801524099,0.0754977268083468
"45","CARDIOGENOL-C (BRD:BRD-K99174507-003-02-0)",-0.102229389743425,0.0510290191259997
"46","NSC-319726 (BRD:BRD-K99170882-001-04-3)",-0.305589761686775,3.02090374886121e-09
"47","PLURISIN-#1 (BRD:BRD-K99149715-001-01-6)",-0.017002736764695,0.74601465181003
"48","CINCHOCAINE (BRD:BRD-K99121711-003-19-7)",-0.124509220848767,0.0173694022544363
"49","AZD2014 (BRD:BRD-K99113996-001-02-0)",-0.041703703886502,0.426805856202772
"50","FELBAMATE (BRD:BRD-K99107520-001-24-1)",0.144657879735356,0.00566380390256963
"51","PS178990 (BRD:BRD-K99092662-001-01-1)",-0.282517033830755,4.57343727433847e-08
"52","DIDANOSINE (BRD:BRD-K99063460-001-13-1)",0.169334662642545,0.00118084246344299
"53","ACETARSOL (BRD:BRD-K99048103-001-18-4)",-0.169174997470529,0.00119372528027474
"54","AZD5363 (BRD:BRD-K99023089-001-03-7)",0.331512771979873,1.06784328073958e-10
"55","EZATIOSTAT (BRD:BRD-K98963219-001-01-2)",0.206376735772649,7.37655056866642e-05
"56","SB-2343 (BRD:BRD-K98795921-001-01-7)",-0.251982241876695,1.17377764691402e-06
"57","FLUMAZENIL (BRD:BRD-K98769987-001-23-7)",-0.120689348827683,0.021144294091224
"58","NIFLUMIC-ACID (BRD:BRD-K98763141-001-30-8)",0.410197841682234,0
"59","GSK-0660 (BRD:BRD-K98684188-001-02-9)",-0.211188407370756,4.9530268621079e-05
"60","BEPOTASTINE (BRD:BRD-K98624455-074-02-8)",-0.0279557182094797,0.59430898581799
"61","AZD8931 (BRD:BRD-K98572433-001-02-9)",0.0577995326030359,0.270586241134437
"62","PARTHENOLIDE (BRD:BRD-K98548675-001-05-9)",-0.36759882829948,5.522782295562e-13
"63","CLONIDINE (BRD:BRD-K98530306-003-18-3)",-0.222028364628859,1.95386436818598e-05
"64","DESOXYCORTONE (BRD:BRD-K98521173-001-19-4)",0.381657260323328,5.15974675390494e-14
"65","HONOKIOL (BRD:BRD-K98493452-001-14-9)",-0.25995859070191,5.22099965235796e-07
"66","SALIRASIB (BRD:BRD-K98453471-001-01-7)",0.231895524192852,8.04969656064712e-06
"67","FINAFLOXACIN (BRD:BRD-K98384930-003-01-5)",0.0995762826887911,0.0573804664881171
"68","L-165041 (BRD:BRD-K98372770-001-08-2)",-0.311112399839101,1.52183184212197e-09
"69","IRL-2500 (BRD:BRD-K98357249-001-02-9)",-0.234075805173941,6.58299244991221e-06
"70","IOX2 (BRD:BRD-K98251413-001-04-0)",0.306142296957478,2.82238767002613e-09
"71","GSK-J4 (BRD:BRD-K98203492-003-04-1)",0.0304935800781298,0.56126123130006
"72","CHLORZOXAZONE (BRD:BRD-K98174813-001-18-0)",0.372013187800298,2.70421496694039e-13
"73","SIB-1757 (BRD:BRD-K98157055-001-10-9)",0.159934159709592,0.00220185095688454
"74","GR46611 (BRD:BRD-K98155362-001-07-7)",-0.300662351347283,5.50490623256276e-09
"75","COMPOUND-W (BRD:BRD-K98143539-001-02-2)",-0.331689218035501,1.04265928203817e-10
"76","RUPATADINE (BRD:BRD-K98004573-051-02-8)",-0.204604871885357,8.52274346447107e-05
"77","EMD-1214063 (BRD:BRD-K97963946-001-01-3)",-0.0915323167737271,0.080746753383062
"78","MALOTILATE (BRD:BRD-K97884852-001-05-4)",-0.106957156923472,0.0411653479811058
"79","BMS-626529 (BRD:BRD-K97883416-001-01-4)",-0.171937673824043,0.000988086473349205
"80","BECLOMETHASONE-DIPROPIONATE (BRD:BRD-K97810537-001-13-6)",0.052124879387399,0.320499838492237
"81","BECLOMETHASONE-DIPROPIONATE (BRD:BRD-K97810537-001-12-8)",0.0844537452217668,0.107194514423968
"82","2-DEOXYGLUCOSE (BRD:BRD-K97808269-001-02-7)",-0.234437087727005,6.36602852228492e-06
"83","PD-173074 (BRD:BRD-K97764662-001-17-3)",-0.0880554657558924,0.09298974886935
"84","NICORANDIL (BRD:BRD-K97752965-001-16-4)",0.159989437914432,0.00219400348099267
"85","CHLORPROPAMIDE (BRD:BRD-K97746869-001-27-0)",0.0832995659180254,0.112092513634636
"86","P22077 (BRD:BRD-K97714174-001-01-3)",-0.110932005340269,0.0341670881431837
"87","AMIPRILOSE (BRD:BRD-K97643133-003-09-3)",-0.373021521483233,2.28973583136416e-13
"88","MEPYRAMINE (BRD:BRD-K97564742-050-32-7)",-0.193153646263909,0.00021058737466226
"89","MELATONIN (BRD:BRD-K97530723-001-20-9)",0.0602996374835584,0.250377683987198
"90","CLORSULON (BRD:BRD-K97521363-001-16-1)",-0.295285312038063,1.04657449627553e-08
"91","GESTRINONE (BRD:BRD-K97472745-001-01-8)",-0.0958331585324624,0.0674433200156359
"92","DIAVERIDINE (BRD:BRD-K97464279-001-03-5)",0.0675230675455243,0.197971605238409
"93","DIHYDROERGOCRISTINE (BRD:BRD-K97440753-066-18-1)",0.38389553406396,3.41940339195205e-14
"94","NETUPITANT (BRD:BRD-K97428065-001-01-2)",-0.102623000175212,0.0501387103544796
"95","ACEDAPSONE (BRD:BRD-K97417064-001-02-4)",-0.310933979561871,1.55625748562928e-09
"96","QUERCETIN (BRD:BRD-K97399794-001-15-3)",-0.0686881050680736,0.190329991887456
"97","PI-828 (BRD:BRD-K97365803-001-02-1)",0.142089417431883,0.00658516263478236
"98","THIOTHIXENE (BRD:BRD-K97309399-001-09-4)",-0.0774632733087707,0.139602843649305
"99","ABT-491 (BRD:BRD-K97233161-003-01-5)",-0.282385501316559,4.64173980316812e-08
"100","GESTODENE (BRD:BRD-K97197005-001-03-2)",0.336829103974848,5.16592242824559e-11
"101","BENIDIPINE (BRD:BRD-K97181463-003-01-1)",-0.261997961616196,4.22635241050454e-07
"102","AMILORIDE (BRD:BRD-K97181089-003-24-7)",-0.18178385728352,0.000492323478112938
"103","L-ASPARTIC-ACID (BRD:BRD-K97163964-001-03-3)",-0.250718986829474,1.33126991084298e-06
"104","DROPERIDOL (BRD:BRD-K97158071-001-18-1)",0.289843616971396,1.97926772451514e-08
"105","4,5,6,7-TETRABROMOBENZOTRIAZOLE (BRD:BRD-K97118047-001-03-8)",-0.139531073014118,0.00763425147188312
"106","TEZACAFTOR (BRD:BRD-K97101532-001-02-8)",0.00570796820516111,0.913417576711383
"107","TG-003 (BRD:BRD-K97072811-001-11-4)",0.136917203613813,0.00885793356412087
"108","AZACYCLONOL (BRD:BRD-K97061094-001-21-4)",0.0662812821582191,0.206360362525099
"109","GNF-2 (BRD:BRD-K97056771-001-13-1)",-0.0121533081784598,0.816917637027908
"110","PRANLUKAST (BRD:BRD-K97045029-001-04-3)",-0.167249391076025,0.00135962670338447
"111","PRANLUKAST (BRD:BRD-K97045029-001-02-7)",0.204953075220311,8.28502565785653e-05
"112","QUININE-ETHYL-CARBONATE (BRD:BRD-K97028990-001-04-4)",0.229599751248078,9.92832020101578e-06
"113","CAPADENOSON (BRD:BRD-K97025174-001-01-4)",-0.0812972116587657,0.121005429813992
"114","4-ACETYL-1,1-DIMETHYLPIPERAZINIUM (BRD:BRD-K97019106-005-02-9)",-0.0823280021124171,0.116350480224779
"115","DEFERASIROX (BRD:BRD-K97010173-001-04-1)",0.10604975531991,0.0429225347682275
"116","CALCIUM-LEVOFOLINATE (BRD:BRD-K97009491-238-03-8)",-0.0374754147716196,0.475194303991557
"117","BRETAZENIL (BRD:BRD-K96936751-001-01-4)",0.0307132122312899,0.558443397750041
"118","PIRFENIDONE (BRD:BRD-K96862998-001-15-5)",-0.267336256826488,2.41067388810342e-07
"119","SKF-86002 (BRD:BRD-K96809896-300-02-3)",0.231034023241524,8.71104781851836e-06
"120","PIFITHRIN-MU (BRD:BRD-K96799727-001-06-6)",0.0375593191896807,0.47420580286183
"121","OXACILLIN (BRD:BRD-K96786677-323-02-0)",-0.263377448960202,3.65975640565287e-07
"122","OXACILLIN (BRD:BRD-K96786677-236-02-4)",0.0540307435658884,0.30310663331967
"123","WAY-213613 (BRD:BRD-K96758128-001-01-8)",-0.0747035582876589,0.154293666466323
"124","ITOPRIDE (BRD:BRD-K96740444-001-02-1)",0.203331745730129,9.44772448339798e-05
"125","RELCOVAPTAN (BRD:BRD-K96720755-001-02-6)",-0.0497227452538479,0.343330277026333
"126","ISOBUTAMBEN (BRD:BRD-K96714749-001-01-0)",-0.1270238856136,0.0152186884044206
"127","PA-824 (BRD:BRD-K96671969-001-03-1)",0.363671854756517,1.02479041208367e-12
"128","10-DEACETYLBACCATIN (BRD:BRD-K96631475-001-04-0)",0.0458485821387236,0.382275669801742
"129","10-DEACETYLBACCATIN (BRD:BRD-K96631475-001-02-4)",-0.225530386972112,1.43258601922749e-05
"130","AV-608 (BRD:BRD-K96615647-001-01-2)",-0.0342381849006596,0.514180351382023
"131","LINAGLIPTIN (BRD:BRD-K96550715-001-02-6)",0.136993951478569,0.0088196511389777
"132","PELANSERIN (BRD:BRD-K96436774-001-01-8)",-0.20615932461879,7.50893038473168e-05
"133","CHLORAMPHENICOL-PALMITATE (BRD:BRD-K96424892-001-02-9)",-0.0262956446203695,0.616394787801652
"134","ALOPERINE (BRD:BRD-K96391852-001-02-8)",-0.0999568139024685,0.0564311009095158
"135","HARRINGTONINE (BRD:BRD-K96358241-001-01-9)",-0.0128075158616367,0.807250722709178
"136","PHENTERMINE (BRD:BRD-K96319534-003-03-9)",0.364352220875913,9.21657438776603e-13
"137","NEOHESPERIDIN (BRD:BRD-K96299080-001-02-7)",0.0867396470585332,0.0979937373213371
"138","GW-7647 (BRD:BRD-K96263742-001-14-8)",-0.20573387986368,7.77448465729059e-05
"139","Y-320 (BRD:BRD-K96259238-001-01-4)",-0.0430846718967087,0.411645006483601
"140","METARAMINOL (BRD:BRD-K96253961-046-03-1)",0.0913230492839745,0.081444743513758
"141","TMS (BRD:BRD-K96233303-001-01-9)",-0.0867329840606283,0.0980196114828579
"142","CEPHARANTHINE (BRD:BRD-K96194081-001-10-2)",0.152698637540317,0.00348046924369533
"143","CAFFEIC-ACID-PHENETHYL-ESTER (BRD:BRD-K96188950-001-16-9)",-0.2028801425388,9.79795605497351e-05
"144","ADEFOVIR-DIPIVOXIL (BRD:BRD-K96159438-001-06-3)",-0.28333288090755,4.17097497149533e-08
"145","CIDOFOVIR (BRD:BRD-K96153583-001-05-1)",0.0264859102272082,0.613845316723207
"146","ENOXOLONE (BRD:BRD-K96137854-001-17-1)",0.119702238026963,0.0222286505803683
"147","BREQUINAR (BRD:BRD-K96123349-236-02-8)",-0.212082976533908,4.59497215294855e-05
"148","AZALOMYCIN-B (BRD:BRD-K96104201-001-01-5)",-0.0162335306732342,0.757135948180077
"149","1-ACETYL-4-METHYLPIPERAZINE (BRD:BRD-K96055017-003-02-7)",0.189933444054261,0.000269168849651726
"150","ETANIDAZOLE (BRD:BRD-K96042922-001-09-8)",-0.0303692041172391,0.562859983637036
"151","ALAGEBRIUM (BRD:BRD-K96029467-003-01-9)",-0.352307494885532,5.70617074252589e-12
"152","DEFLAZACORT (BRD:BRD-K96006502-001-02-6)",0.243554783415551,2.68551998377065e-06
"153","ISAXONINE (BRD:BRD-K95957366-001-02-6)",0.0643309979936973,0.220049793646822
"154","SRT1720 (BRD:BRD-K95926480-003-03-6)",-0.0313173240413303,0.550728316301456
"155","RESERPINE (BRD:BRD-K95921201-001-14-6)",-0.123172179269193,0.0186176827498321
"156","XL-147 (BRD:BRD-K95901403-001-04-5)",-0.027034250277008,0.606523887291301
"157","LY344864 (BRD:BRD-K95899059-003-02-8)",-0.279346433938844,6.52430725821186e-08
"158","PH-797804 (BRD:BRD-K95880107-001-02-4)",0.118113483193205,0.0240751904346436
"159","CGP-13501 (BRD:BRD-K95851186-001-07-8)",-0.127920675776054,0.0145102976794294
"160","JDTIC (BRD:BRD-K95837862-300-01-7)",0.366050791786251,7.0592470119965e-13
"161","MK-3697 (BRD:BRD-K95828359-001-01-0)",-0.0680126745026812,0.194733398103036
"162","PP-2 (BRD:BRD-K95785537-001-23-1)",0.0941965288248693,0.0722767658163315
"163","THIAMINE (BRD:BRD-K95785345-300-14-8)",0.0570688238328032,0.27669748450626
"164","DARIFENACIN (BRD:BRD-K95773607-004-03-8)",-0.0501405399002525,0.33928677931016
"165","TRAPIDIL (BRD:BRD-K95763993-001-19-3)",-0.0723379472537344,0.167794093866606
"166","TETRABENAZINE (BRD:BRD-K95739795-001-03-7)",0.316553848128068,7.63857237524608e-10
"167","BMS-191011 (BRD:BRD-K95609758-001-03-7)",0.18499320127436,0.000389286608489975
"168","NPY-5RA972 (BRD:BRD-K95600043-001-01-5)",0.236945583049333,5.0371610429032e-06
"169","RN-1734 (BRD:BRD-K95581532-001-01-5)",0.132177837881858,0.011528307362632
"170","PFK-015 (BRD:BRD-K95573441-001-01-2)",-0.207327817029142,6.82288674722541e-05
"171","OLDA (BRD:BRD-K95523387-001-09-6)",-0.277359379896995,8.13351565832672e-08
"172","PHA-665752 (BRD:BRD-K95435023-001-10-1)",-0.120763135360036,0.0210651158061845
"173","PHA-665752 (BRD:BRD-K95435023-001-08-5)",0.0869908667573163,0.0970221480892736
"174","ISTAROXIME (BRD:BRD-K95412502-003-01-5)",-0.198846314251659,0.000135157578714544
"175","DIENESTROL (BRD:BRD-K95309561-001-24-7)",-0.0779884162547536,0.136933067328094
"176","SB-657510 (BRD:BRD-K95292280-001-01-3)",-0.0456716425276946,0.384116562418758
"177","ASENAPINE (BRD:BRD-K95260951-050-03-1)",-0.117333665660636,0.0250290625729866
"178","PROBENECID (BRD:BRD-K95237249-001-26-5)",0.221833410245717,1.98763058476808e-05
"179","OCTISALATE (BRD:BRD-K95161686-001-02-8)",-0.0814354071708664,0.120373049927963
"180","TALAZOPARIB (BRD:BRD-K95142244-001-01-5)",-0.178995516049188,0.000601873766236837
"181","BETA-FUNALTREXAMINE (BRD:BRD-K95110148-003-01-5)",-0.24150825594796,3.26909526618153e-06
"182","TEMPOL (BRD:BRD-K95053546-001-03-5)",0.184312588377264,0.000409294508121152
"183","TEMPOL (BRD:BRD-K95053546-001-02-7)",0.0898253554215827,0.08658372803605
"184","TEMPOL (BRD:BRD-K95053546-001-01-9)",0.246229360130101,2.07163103145115e-06
"185","2-CYANOPYRIMIDINE (BRD:BRD-K95015809-001-02-8)",-0.0931040439461728,0.075657863235422
"186","Y-134 (BRD:BRD-K94832621-001-02-3)",-0.270903181704888,1.64562083287288e-07
"187","ATALUREN (BRD:BRD-K94830329-001-03-0)",-0.18133052664829,0.000508770252519377
"188","S-NITROSOGLUTATHIONE (BRD:BRD-K94780074-001-06-7)",-0.35393746159522,4.48634695870807e-12
"189","RUTAECARPINE (BRD:BRD-K94723713-001-10-6)",-0.163994886766052,0.00168890712198173
"190","CHROMOCARB (BRD:BRD-K94720315-001-10-4)",-0.299048918743507,6.68433901944841e-09
"191","PINOCEMBRIN (BRD:BRD-K94689771-001-09-0)",-0.215039373382064,3.577903641264e-05
"192","TAXIFOLIN (BRD:BRD-K94649603-001-10-6)",-0.118921186605894,0.023120497120672
"193","TELOTRISTAT-ETHYL (BRD:BRD-K94559059-091-01-6)",0.104330208305057,0.0464260329335575
"194","LY2811376 (BRD:BRD-K94534639-001-02-5)",-0.460972847049649,0
"195","LDN-57444 (BRD:BRD-K94485812-001-02-9)",-0.0269851415146722,0.607177998417588
"196","ICG-001 (BRD:BRD-K94455792-001-01-8)",-0.263146218255134,3.74933929546647e-07
"197","MEVASTATIN (BRD:BRD-K94441233-001-17-1)",0.0325193782189066,0.535534205158851
"198","MEVASTATIN (BRD:BRD-K94441233-001-13-0)",0.244846171120593,2.37007425333623e-06
"199","DIOSMIN (BRD:BRD-K94436377-001-10-2)",-0.40936842183193,0
"200","PF-04136309 (BRD:BRD-K94420399-001-01-9)",0.0599946202461361,0.25278530155329
"201","BML-190 (BRD:BRD-K94379058-001-06-8)",-0.36176944546583,1.37565231827028e-12
"202","DAPTOMYCIN (BRD:BRD-K94358652-001-02-1)",-0.256345024838176,7.56060014510046e-07
"203","FLUOCINOLONE-ACETONIDE (BRD:BRD-K94353609-001-21-6)",0.0431707973140715,0.410710158006806
"204","SUVOREXANT (BRD:BRD-K94293891-001-01-3)",-0.108383285252811,0.0385265703583813
"205","LETERMOVIR (BRD:BRD-K94288301-001-01-7)",0.120764122470837,0.0210640583128537
"206","RONIDAZOLE (BRD:BRD-K94266545-001-24-1)",-0.127084839705545,0.0151695955866053
"207","PAEONOL (BRD:BRD-K94239562-001-05-5)",-0.245244223550983,2.28021574621917e-06
"208","TWS-119 (BRD:BRD-K94176593-001-09-4)",-0.0591684085059338,0.259387510325127
"209","COTININE (BRD:BRD-K94144010-001-13-9)",-0.352635956004472,5.43698376134336e-12
"210","DIETHYLTOLUAMIDE (BRD:BRD-K94080537-001-09-7)",0.0838348267497156,0.109799577209671
"211","SAFINGOL (BRD:BRD-K93944989-001-08-0)",-0.0548567085283905,0.295766768058161
"212","QUIZARTINIB (BRD:BRD-K93918653-001-08-9)",0.0356184125777658,0.497358121579992
"213","STAVUDINE (BRD:BRD-K93880783-001-26-6)",0.122808182161427,0.01897078256629
"214","TALTIRELIN (BRD:BRD-K93869735-001-01-1)",0.110336283972035,0.0351465010174356
"215","N-MPPP (BRD:BRD-K93806173-003-01-8)",-0.0849285455169129,0.105229333230299
"216","INGENOL-MEBUTATE (BRD:BRD-K93779381-001-01-9)",0.202216310525316,0.000103350210338257
"217","OSELTAMIVIR-CARBOXYLATE (BRD:BRD-K93767137-001-01-1)",0.128095887943182,0.014375329927928
"218","TAMOXIFEN (BRD:BRD-K93754473-048-20-2)",0.201454754542561,0.000109852274790603
"219","TADALAFIL (BRD:BRD-K93645900-001-11-3)",0.0615658538631815,0.240553825880514
"220","HORDENINE (BRD:BRD-K93631643-001-02-4)",-0.175979152219889,0.000745572426399558
"221","IPRIFLAVONE (BRD:BRD-K93618743-001-21-0)",-0.222676896424931,1.84541422020707e-05
"222","DIACETAMATE (BRD:BRD-K93611241-001-02-2)",0.0891146356450646,0.0891121057606061
"223","HYDROCORTISONE (BRD:BRD-K93568044-001-32-0)",-0.0557231450337222,0.288195770128431
"224","SULFAMERAZINE (BRD:BRD-K93524252-001-24-7)",-0.0978360063471224,0.06189242415138
"225","AMYLENE-HYDRATE (BRD:BRD-K93502141-001-01-6)",-0.283160136517424,4.25322647785541e-08
"226","DUVELISIB (BRD:BRD-K93468883-001-02-0)",-0.162696589285406,0.00183955732862199
"227","BUSPIRONE (BRD:BRD-K93461745-003-25-0)",-0.0764618494014407,0.144804444609187
"228","LAMOTRIGINE (BRD:BRD-K93460210-001-23-7)",-0.099806526283059,0.056804475911117
"229","DIPHEMANIL (BRD:BRD-K93441486-067-12-8)",-0.47304471858705,0
"230","GW-9662 (BRD:BRD-K93258693-001-17-3)",-0.154088489547731,0.00319207460809574
"231","INDOXIMOD (BRD:BRD-K93255255-001-02-1)",0.146981045004849,0.00493209508072602
"232","DINITOLMIDE (BRD:BRD-K93240442-001-08-4)",-0.271466575194399,1.5485587322946e-07
"233","ETHAMBUTOL (BRD:BRD-K93231391-300-05-6)",0.014257828405594,0.785926494418937
"234","APREMILAST (BRD:BRD-K93208532-001-02-5)",-0.218707970672938,2.61065197957937e-05
"235","ARC-239 (BRD:BRD-K93188295-300-02-2)",0.131532267418187,0.0119423877102597
"236","AC-55649 (BRD:BRD-K93176058-001-03-6)",0.0590904267526769,0.260016750484215
"237","RAF265 (BRD:BRD-K93123848-001-04-1)",0.185227393311831,0.000382615452766723
"238","TOZADENANT (BRD:BRD-K93045741-001-01-0)",0.309504396344729,1.86076464629036e-09
"239","BUTYLATED-HYDROXYANISOLE (BRD:BRD-K93035859-001-07-6)",-0.420989924066502,0
"240","CLADRIBINE (BRD:BRD-K93034159-001-25-8)",-0.287043677185155,2.73340556136293e-08
"241","PAC-1 (BRD:BRD-K92991072-001-04-9)",-0.179973496075001,0.000561105012466285
"242","PERFLUBRON (BRD:BRD-K92988025-001-01-9)",-0.0801408113557227,0.12639912310853
"243","MELPERONE (BRD:BRD-K92984783-003-05-7)",-0.0710796277605171,0.17532628845747
"244","3-BROMOPYRUVATE (BRD:BRD-K92980438-001-03-3)",0.235763517865472,5.62648787788764e-06
"245","GUANOSINE (BRD:BRD-K92976206-001-01-5)",0.335814354071709,5.94067603172268e-11
"246","TIRAPAZAMINE (BRD:BRD-K92968657-001-01-6)",0.0136125047196235,0.79539608373068
"247","CEFPIRAMIDE (BRD:BRD-K92872987-001-02-9)",-0.0470503895385997,0.36991519415842
"248","DIMINAZENE-ACETURATE (BRD:BRD-K92848252-001-01-9)",0.00625235981175797,0.905196845011884
"249","TRIACETIN (BRD:BRD-K92844263-001-09-8)",-0.120199741870526,0.0216762541484507
"250","RIFAXIMIN (BRD:BRD-K92838188-001-01-9)",0.0437803382335159,0.404129906096433
"251","PROPRANOLOL-(R) (BRD:BRD-K92830582-003-10-5)",-0.452027895751228,0
"252","MEFENAMIC-ACID (BRD:BRD-K92778217-001-32-7)",0.103887242333234,0.0473664653606489
"253","RIBOFLAVIN (BRD:BRD-K92760278-001-07-3)",0.134873143923223,0.00993350208725769
"254","MD-920 (BRD:BRD-K92758126-001-18-8)",-0.157658869313933,0.00254798893545362
"255","PERINDOPRIL (BRD:BRD-K92731339-227-04-9)",-0.289638051147146,2.02697373746047e-08
"256","IMATINIB (BRD:BRD-K92723993-001-06-7)",-0.0154776505775832,0.768113641753983
"257","ZALEPLON (BRD:BRD-K92657060-001-05-7)",-0.041032962097413,0.434285086894532
"258","SAFINAMIDE (BRD:BRD-K92613113-066-02-7)",-0.0555681686380092,0.28954031253306
"259","2-CMDO (BRD:BRD-K92588747-051-02-7)",0.00518430592537936,0.921334014041201
"260","GBR-13069 (BRD:BRD-K92577649-300-01-2)",-0.0150724415938878,0.77401782038514
"261","AMPA-(S) (BRD:BRD-K92493880-001-03-0)",-0.0629752013089089,0.229941501670043
"262","LY255283 (BRD:BRD-K92492521-001-02-9)",-0.0891837334011149,0.088863718345642
"263","OXANDROLONE (BRD:BRD-K92467929-001-01-1)",0.293966532008302,1.22279712482694e-08
"264","ZATEBRADINE (BRD:BRD-K92446736-003-02-2)",-0.263899137018382,3.46514507122327e-07
"265","BEXAROTENE (BRD:BRD-K92441787-001-04-1)",-0.00307485014424157,0.95329439719384
"266","GSK461364 (BRD:BRD-K92428232-001-10-6)",-0.239317116748062,4.02761948809665e-06
"267","MYCOPHENOLATE-MOFETIL (BRD:BRD-K92428153-001-04-4)",-0.404021242624431,0
"268","L-QUISQUALIC-ACID (BRD:BRD-K92404805-001-07-0)",0.187469121940265,0.000323932590428683
"269","5-CARBOXAMIDOTRYPTAMINE (BRD:BRD-K92382976-050-01-1)",-0.465852135737606,0
"270","OGLEMILAST (BRD:BRD-K92303087-001-01-6)",-0.147644136685233,0.00473949398673726
"271","16,16-DIMETHYLPROSTAGLANDIN-E2 (BRD:BRD-K92301463-001-05-5)",-0.206727653662304,7.16751103045157e-05
"272","TOSEDOSTAT (BRD:BRD-K92241597-001-06-0)",-0.0487571041130439,0.352792816707772
"273","LOMITAPIDE (BRD:BRD-K92213669-001-01-3)",0.13696902693085,0.00883206750818652
