"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Tumor_AVG","Normal_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10"
"cg12769118",-0.442028182740389,0.311785947219185,-20.0191808900382,3.15094311630274e-41,1.99954487316257e-37,83.3565777809361,0.143883769279037,0.585911952019427,0.442028182740389,"1",247712377,"R","II","C1orf150","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg07556730",0.418068749291224,0.747728437526463,19.9958809583183,3.52837069870896e-41,2.20513011238511e-37,83.2439557009339,0.906529745396772,0.488460996105549,-0.418068749291224,"11",679706,"F","I","DEAF1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg10334928",0.451118738841884,0.739359424759502,19.8519496426972,7.10803382296329e-41,4.24917231786916e-37,82.5467087989394,0.910714604629675,0.459595865787791,-0.451118738841884,"14",81865007,"R","II","STON2","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg13327911",-0.448989687957365,0.319167380117547,-19.783200066225,9.9412722414464e-41,5.77547312031557e-37,82.2127271833482,0.148620909498083,0.597610597455448,0.448989687957364,"6",55965977,"F","II","COL21A1","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg17569842",0.597879003402036,0.556775938332393,19.7543192042794,1.14478271876919e-40,6.55834889750882e-37,82.0722446686848,0.783877265206034,0.185998261803998,-0.597879003402036,"4",3371566,"R","II","RGS12","Body","shelf","Body-shelf","chr4:3374733-3374998",TRUE,TRUE,"","",""
"cg13709634",0.40170037306342,0.755121067903968,19.5042601125743,3.90148463306866e-40,2.0370737758643e-36,80.8514295426379,0.90770493054046,0.506004557477041,-0.401700373063419,"11",679709,"F","I","DEAF1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg07274716",0.427365414164719,0.487424105179858,19.4457995462426,5.20258130336816e-40,2.61703163243244e-36,80.5648614422227,0.649756704358704,0.222391290193985,-0.427365414164719,"5",134363973,"F","I","PITX1","3'UTR","island","3'UTR-island","chr5:134363092-134365146",NA,TRUE,"","",""
"cg18151275",0.458974075041748,0.710049915968227,19.2927707449392,1.10735020773759e-39,5.31117350043964e-36,79.8126524185947,0.884388905712767,0.425414830671018,-0.458974075041749,"12",56873616,"R","II","GLS2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg04875697",0.416743043398811,0.717264028032492,19.2885971754238,1.13044752849448e-39,5.35963364368886e-36,79.7920952598891,0.875561773199482,0.458818729800672,-0.416743043398811,"9",137228542,"F","II","RXRA","Body","shore","Body-shore","chr9:137229726-137229931",NA,NA,"","rs76529310",""
"cg07207982",0.570900438564001,0.637862680750137,19.2834370502256,1.1596753102285e-39,5.43572763225409e-36,79.7666756748244,0.854716335708556,0.283815897144555,-0.570900438564001,"6",34984930,"R","II","ANKS1A","Body","opensea","Body-opensea","",NA,NA,"low-CpG:35092779-35093041","",""
"cg24348240",-0.401062090359079,0.293544834934678,-19.2152896654361,1.62510506879861e-39,7.20779531057117e-36,79.4306505934683,0.141203420767276,0.542265511126356,0.401062090359079,"1",26611453,"R","I","UBXN11","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg05349159",-0.401844457070969,0.485579217106883,-19.0575314656172,3.55718359172347e-39,1.51265014958524e-35,78.650482511549,0.332940624886128,0.734785081957097,0.401844457070969,"1",247695328,"F","II","OR2C3","Body","shore","Body-shore","chr1:247694035-247694501",NA,NA,"","",""
"cg12474881",0.417001604301175,0.617402317372478,19.0335496208468,4.00816710613544e-39,1.68703344500597e-35,78.5316048159086,0.775798275595405,0.35879667129423,-0.417001604301175,"22",36681321,"R","II","MYH9","Body","opensea","Body-opensea","",NA,NA,"low-CpG:35011227-35011289","",""
"cg19769080",-0.438717418382102,0.441220708589438,-18.9911502889281,4.95078659107346e-39,2.06273273118441e-35,78.321251600335,0.274576107808639,0.713293526190742,0.438717418382102,"2",44460827,"F","II","PPM1B","3'UTR","opensea","3'UTR-opensea","",TRUE,TRUE,"","",""
"cg03618016",-0.502142952537978,0.522526508396127,-18.8356408391704,1.0763525696517e-38,4.11087948409724e-35,77.5477618952824,0.331790038052244,0.833932990590222,0.502142952537978,"1",247769804,"F","II","OR2G3","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg05777976",-0.416544060483472,0.287323551804336,-18.8032606999416,1.26575588161932e-38,4.74636592551108e-35,77.3863168545315,0.129101389295111,0.545645449778582,0.416544060483472,"11",2163538,"F","II","IGF2AS","Body","shore","Body-shore","chr11:2165135-2165672",TRUE,NA,"","rs17881164",""
"cg15231462",-0.421151114960643,0.472752659599289,-18.6993402100759,2.13139872712968e-38,7.71194279267701e-35,76.8672714969713,0.312780530660751,0.733931645621393,0.421151114960643,"1",247769251,"R","II","OR2G3","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg06176750",-0.447460205197101,0.547359298646815,-18.4431008771807,7.74858582826702e-38,2.61979051723722e-34,75.5815592598123,0.377393794347141,0.824853999544242,0.447460205197101,"11",7112356,"F","I","RBMXL2","3'UTR","shore","3'UTR-shore","chr11:7110132-7111376",NA,NA,"","",""
"cg02425416",-0.481412018407842,0.381485857490207,-18.4291319298007,8.31542847427716e-38,2.76609375201477e-34,75.5112278892811,0.198623928017461,0.680035946425303,0.481412018407843,"11",2163808,"F","II","IGF2AS","Body","shore","Body-shore","chr11:2165135-2165672",TRUE,NA,"","rs17885389",""
"cg24216893",-0.468667914866406,0.530508844598897,-18.3966962342681,9.79767218660809e-38,3.18216820567267e-34,75.3478237096528,0.35248769864189,0.821155613508296,0.468667914866406,"2",1426674,"F","I","TPO","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg09887589",-0.462199576813739,0.275975447914114,-18.3942223539801,9.92107260555936e-38,3.19707339797948e-34,75.3353553314001,0.100411267574012,0.56261084438775,0.462199576813739,"6",31702785,"F","II","CLIC1","Body","opensea","Body-opensea","",TRUE,NA,"","",""
"cg04267184",0.408814934028214,0.677271109464862,18.3448388734609,1.27390251901382e-37,4.01114950339955e-34,75.0862993756832,0.832557402235268,0.423742468207055,-0.408814934028214,"20",3023418,"F","II","GNRH2","TSS1500","shelf","TSS1500-shelf","chr20:3026277-3027468",NA,NA,"","",""
"cg02319187",0.426710103779684,0.708205971727037,18.2932285410824,1.65482507956386e-37,5.13220980183143e-34,74.8256816037536,0.870289654558079,0.443579550778396,-0.426710103779684,"9",137229907,"R","II","RXRA","Body","island","Body-island","chr9:137229726-137229931",NA,NA,"","",""
"cg05426006",0.413600727684633,0.768275089741714,18.0832994722824,4.8127070409844e-37,1.4054853833029e-33,73.7621171921147,0.925379242118047,0.511778514433415,-0.413600727684632,"13",45781603,"F","II","GTF2F2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg14231297",0.41127465325345,0.453891556456484,18.0822511399501,4.83849982008899e-37,1.4054853833029e-33,73.7567920231966,0.610112161180663,0.198837507927213,-0.41127465325345,"19",58629901,"F","I","ZSCAN18","TSS200","island","TSS200-island","chr19:58629309-58630241",NA,NA,"","rs8109359",""
"cg11171825",-0.458698190247528,0.353232558915136,-17.9652671673832,8.79267492667301e-37,2.5186189905757e-33,73.1616816592653,0.178998362619563,0.637696552867091,0.458698190247528,"6",42939029,"F","II","PEX6","Body","opensea","Body-opensea","",TRUE,TRUE,"","",""
"cg18082788",-0.465925702263086,0.321139337299597,-17.8747917159619,1.39719752966725e-36,3.86790224318576e-33,72.7002398079283,0.14415980698261,0.610085509245697,0.465925702263087,"6",149806339,"R","I","ZC3H12D","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg26800893",-0.496557830996939,0.451368169086513,-17.7889202150797,2.17054645720992e-36,5.63087530324782e-33,72.2613266917165,0.262753179017908,0.759311010014847,0.496557830996939,"11",67184596,"R","II","ATPGD1","5'UTR","shore","5'UTR-shore","chr11:67182965-67183393",NA,TRUE,"","",""
"cg12457415",-0.462615796514947,0.345808967184841,-17.7708975048111,2.38106943778464e-36,6.13841189229278e-33,72.1690900625307,0.170086687888465,0.632702484403413,0.462615796514948,"6",31702862,"F","II","CLIC1","Body","opensea","Body-opensea","",TRUE,NA,"","rs58280697",""
"cg27331871",-0.458658154479169,0.354873415663047,-17.7162626472782,3.15320517558712e-36,8.0286248396997e-33,71.8892309492393,0.180654426752355,0.639312581231524,0.458658154479169,"11",2171478,"F","II","INS-IGF2","Body","opensea","Body-opensea","",TRUE,NA,"","",""
"cg19084726",0.401827527706884,0.347229200320538,17.711796037058,3.22650018589457e-36,8.16484676796306e-33,71.8663348526727,0.499861362007648,0.0980338343007648,-0.401827527706884,"1",145075538,"F","I","PDE4DIP","Body","island","Body-island","chr1:145075483-145075845",NA,TRUE,"","rs3856018",""
"cg19516340",-0.44469851370094,0.323299072705364,-17.5810157935384,6.32996892294641e-36,1.55416185196777e-32,71.1948421200526,0.154382583005007,0.599081096705946,0.444698513700939,"2",10263696,"R","I","RRM2","Body","shore","Body-shore","chr2:10262173-10263481",NA,NA,"","",""
"cg24118856",-0.435713742596019,0.368632151128975,-17.5675004038547,6.78734199918542e-36,1.65659740542367e-32,71.1253254517131,0.20312848146072,0.638842224056739,0.435713742596019,"19",10223710,"R","I","PPAN-P2RY11","Body","shore","Body-shore","chr19:10224442-10225138",TRUE,TRUE,"","",""
"cg05401069",0.410220946182435,0.719196928343279,17.5265808466112,8.3847666589378e-36,2.0107889164217e-32,70.9147161486457,0.87501728774591,0.464796341563474,-0.410220946182436,"18",21572634,"F","II","TTC39C","TSS200","opensea","TSS200-opensea","",NA,TRUE,"","",""
"cg21483092",0.409210251389924,0.464925982579582,17.4235367531061,1.42901886727122e-35,3.36824646509087e-32,70.3834348594334,0.620362434657926,0.211152183268001,-0.409210251389925,"4",3371520,"F","II","RGS12","TSS1500","shelf","TSS1500-shelf","chr4:3374733-3374998",TRUE,TRUE,"","",""
"cg11093142",-0.560890685745841,0.533990069096976,-17.349594214178,2.0967246981881e-35,4.83161508510239e-32,70.0013854237618,0.320938568309796,0.881829254055637,0.560890685745841,"13",49075016,"F","II","RCBTB2","Body","opensea","Body-opensea","",TRUE,TRUE,"","",""
"cg25622366",0.489420830522629,0.361457311069306,17.327914501577,2.34646964915128e-35,5.31798982061302e-32,69.8892414838079,0.547361347469374,0.057940516946746,-0.489420830522628,"2",63281139,"F","I","OTX1","Body","island","Body-island","chr2:63281034-63281347",NA,NA,"","",""
"cg17514199",-0.4614618961199,0.405288159817916,-17.2413343188548,3.67998270311468e-35,8.07405822001832e-32,69.4408043348117,0.230004183772373,0.691466079892273,0.4614618961199,"1",238051451,"R","II","LOC100130331","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg12897164",-0.458123681413801,0.365636831228482,-17.2376590502942,3.75102960660495e-35,8.14330759558957e-32,69.4217480402098,0.191620859218589,0.64974454063239,0.458123681413801,"8",124529273,"R","II","FBXO32","5'UTR","opensea","5'UTR-opensea","",TRUE,TRUE,"","",""
"cg02018176",0.408022615661822,0.695882035390385,17.1970002203118,4.63523599915451e-35,9.855395774058e-32,69.2108207770748,0.850867370021619,0.442844754359797,-0.408022615661822,"4",1364513,"F","II","KIAA1530","Body","shore","Body-shore","chr4:1366462-1366688",NA,NA,"","rs4974612",""
"cg02072495",-0.461670798486272,0.267000580204394,-17.1712620100643,5.30036772195377e-35,1.11545968281593e-31,69.0771926789972,0.0916372536475933,0.553308052133865,0.461670798486272,"15",60689285,"F","II","ANXA2","5'UTR","shore","5'UTR-shore","chr15:60689749-60690430",NA,NA,"","",""
"cg21610839",0.476367299450298,0.622587863488584,17.1274309987454,6.66126659727414e-35,1.38072658658806e-31,68.8494428718071,0.803533581884433,0.327166282434135,-0.476367299450298,"3",23861312,"R","II","UBE2E1","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg00768487",-0.550035267668981,0.449860720973431,-17.0341415830029,1.08427348646159e-34,2.19236378416257e-31,68.3639194323054,0.240932596044903,0.790967863713884,0.550035267668981,"1",26611311,"F","I","UBXN11","Body","opensea","Body-opensea","",NA,NA,"low-CpG:26483898-26483949","",""
"cg05767404",-0.405210332596601,0.366282486749976,-17.0266668764829,1.12748675782491e-34,2.24669983262985e-31,68.3249714011502,0.212365383670647,0.617575716267248,0.405210332596601,"1",247712591,"F","II","C1orf150","Body","opensea","Body-opensea","",NA,NA,"","rs76119911",""
"cg10995381",-0.45101742628096,0.511963920018514,-16.9339347306723,1.83197687651525e-34,3.48228411982436e-31,67.8412110692405,0.340647223214119,0.791664649495078,0.45101742628096,"5",7877198,"R","II","MTRR","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg05860723",0.42582853871702,0.421725748226797,16.8857515456011,2.35848513919365e-34,4.36246775201676e-31,67.5894387682614,0.583474573010781,0.157646034293762,-0.42582853871702,"12",81102486,"R","I","MYF6","Body","island","Body-island","chr12:81102034-81102716",NA,NA,"","",""
"cg26365545",0.424674130726578,0.558122182066505,16.8624296701011,2.66551232527086e-34,4.88654750862245e-31,67.4674735354017,0.719432510792105,0.294758380065527,-0.424674130726578,"5",76932016,"F","I","OTP","Body","shore","Body-shore","chr5:76932317-76933523",NA,NA,"","",""
"cg02835462",0.401175197794447,0.69434555595199,16.8352361043917,3.07458996298136e-34,5.51395627182832e-31,67.3251775810578,0.846729933408795,0.445554735614349,-0.401175197794447,"1",46391567,"R","II","MAST2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg12149795",0.446029510506046,0.594866322818835,16.8305915085456,3.15051554619633e-34,5.62566148489441e-31,67.300864831775,0.764288384949039,0.318258874442993,-0.446029510506046,"21",47882121,"R","II","DIP2A","Body","shelf","Body-shelf","chr21:47878070-47879576",NA,NA,"","",""
"cg12639429",0.441459399495353,0.6777136180407,16.8289883203085,3.17715786716491e-34,5.64878126812951e-31,67.2924721262941,0.845399746531182,0.40394034703583,-0.441459399495352,"18",21572622,"R","II","TTC39C","TSS200","opensea","TSS200-opensea","",NA,TRUE,"","",""
"cg16290996",-0.547944817051988,0.405136350491266,-16.7991118854063,3.71720882608632e-34,6.49694073641065e-31,67.1360119095871,0.197002272696325,0.744947089748313,0.547944817051988,"1",173835989,"R","II","GAS5","Body","shore","Body-shore","chr1:173837172-173837917",NA,NA,"","",""
"cg06720467",-0.421708552967876,0.499587950034194,-16.7218975204587,5.58001861145927e-34,9.39449655866665e-31,66.7311487583979,0.339404081077404,0.761112634045281,0.421708552967876,"1",27189440,"R","II","SFN","TSS200","shore","TSS200-shore","chr1:27189912-27190128",TRUE,NA,"","",""
"cg17501395",-0.442767239449005,0.343743603061787,-16.6429119797968,8.46098844204194e-34,1.37944544409561e-30,66.3162575107272,0.1755606981548,0.618327937603806,0.442767239449006,"6",149806331,"R","II","ZC3H12D","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg06573254",0.401037346820231,0.679797995922504,16.5504237232286,1.37886486357013e-33,2.17914006816195e-30,65.8294915836687,0.832130011381351,0.43109266456112,-0.401037346820231,"5",174909270,"R","II","SFXN1","5'UTR","shelf","5'UTR-shelf","chr5:174905342-174906065",NA,NA,"","",""
"cg04604142",-0.4695620797575,0.441269645478653,-16.499160701832,1.8083030681533e-33,2.81468172775449e-30,65.5592554625016,0.262908855493246,0.732470935250746,0.4695620797575,"17",48796515,"R","II","LUC7L3","TSS1500","shore","TSS1500-shore","chr17:48796750-48797317",NA,NA,"","",""
"cg06131338",0.452870919443568,0.726030109537152,16.4957988548078,1.84076345639974e-33,2.85443590698956e-30,65.5415223820969,0.898050846380058,0.445179926936489,-0.452870919443568,"12",109639461,"R","II","ACACB","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg24659758",-0.467940829777015,0.630175007868873,-16.4926757034082,1.87144322846553e-33,2.89114147685652e-30,65.5250471733113,0.452430041519465,0.920370871296479,0.467940829777015,"10",71891123,"R","II","AIFM2","5'UTR","shore","5'UTR-shore","chr10:71892092-71892802",NA,TRUE,"","",""
"cg25792518",0.462518796013902,0.666140016359431,16.4300812544174,2.6070985100623e-33,3.89629927727901e-30,65.1946062052001,0.841825450504246,0.379306654490344,-0.462518796013902,"17",48545950,"R","I","ACSF2","Body","island","Body-island","chr17:48545570-48546900",NA,TRUE,"","",""
"cg03497652",0.400656988469572,0.756819715024654,16.4205360935942,2.74240106798076e-33,4.08371240043961e-30,65.1441758592645,0.909007253280537,0.508350264810966,-0.400656988469571,"16",4751569,"R","I","ANKS3","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg14115597",-0.466159316929258,0.422988059381745,-16.4109827908528,2.88488093791309e-33,4.2804265257242e-30,65.0936917317193,0.245919791710942,0.712079108640199,0.466159316929258,"5",80922537,"F","II","SSBP2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg07164722",-0.44543034226826,0.547432298796249,-16.3350902613114,4.31557883508919e-33,6.15949575597378e-30,64.6922582360537,0.378237827702103,0.823668169970364,0.44543034226826,"1",247587378,"R","II","NLRP3","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg10346364",-0.416366117189455,0.506632584187087,-16.3278102888813,4.48572606886285e-33,6.3802647400366e-30,64.6537152482227,0.34847801254148,0.764844129730936,0.416366117189456,"11",67142268,"F","II","LOC100130987","Body","shore","Body-shore","chr11:67139887-67141146",NA,NA,"","",""
"cg26151206",-0.533393339864071,0.554319309743715,-16.2769350358198,5.87852697408793e-33,8.27570199590021e-30,64.3841886779064,0.351712537237207,0.885105877101278,0.533393339864071,"1",158390649,"F","II","OR10K2","1stExon","opensea","1stExon-opensea","",NA,NA,"","rs4143457",""
"cg18719665",0.413132140131625,0.650739303001602,16.2450726314645,6.96439548193457e-33,9.6723259689692e-30,64.2152341418344,0.807665464757026,0.394533324625401,-0.413132140131625,"18",21572656,"F","II","TTC39C","TSS200","opensea","TSS200-opensea","",NA,TRUE,"","",""
"cg01937809",-0.406665462602171,0.377033264040703,-16.2105521190808,8.36945971398968e-33,1.13560628693624e-29,64.0320510531456,0.222563437160808,0.629228899762979,0.406665462602171,"1",37941854,"R","II","ZC3H12A","Body","shore","Body-shore","chr1:37939723-37940650",NA,NA,"","",""
"cg12134633",0.44772414864769,0.61955469193662,16.1135581749717,1.40370284352008e-32,1.81504938118497e-29,63.5166120250226,0.789620453826053,0.341896305178362,-0.44772414864769,"15",32934004,"R","I","SCG5","5'UTR","opensea","5'UTR-opensea","",NA,TRUE,"","",""
